"統計名：","住民基本台帳人口移動報告 年報（年齢別）2010年～2019年"
"表番号：","1-3"
"表題：","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）　（2010年～2019年）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","","","","","","","/年齢 コード","000","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","402"
"","","","","","","","","","","","","","","","/年齢 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","性別 コード","性別 補助コード","性別","国籍 コード","国籍 補助コード","国籍","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","地域 コード","地域 補助コード","地域","/年齢","総数","0～4歳","5～9歳","10～14歳","15～19歳","20～24歳","25～29歳","30～34歳","35～39歳","40～44歳","45～49歳","50～54歳","55～59歳","60～64歳","65～69歳","70～74歳","75～79歳","80～84歳","85～89歳","90歳以上"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","43100","","熊本市","","123","-136","8","53","146","-57","-142","-8","53","40","29","-27","10","6","-16","7","47","57","21","32"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","00000","","全国","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","01000","","北海道","","-6,214","-11","68","-100","-578","-3,887","-1,202","-302","58","13","-296","-114","219","295","126","-8","-90","-212","-127","-66"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","02000","","青森県","","-6,285","-47","-151","-109","-2,057","-2,588","-342","-337","-164","-137","-144","-117","4","25","44","29","-37","-78","-58","-21"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","03000","","岩手県","","-5,025","-28","-157","-62","-1,764","-2,070","-337","-129","-68","-104","-98","-33","-62","115","47","-38","-16","-91","-92","-38"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","04000","","宮城県","","-1,331","140","105","18","491","-863","-644","-357","27","-47","-73","-190","-77","-13","70","30","6","-4","21","29"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","05000","","秋田県","","-4,434","61","-55","-80","-1,543","-2,052","-282","-45","-146","-90","-123","-52","35","67","81","1","-31","-74","-68","-38"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","06000","","山形県","","-3,533","87","0","-63","-1,023","-1,898","-243","-37","8","-86","-44","-52","-23","-9","14","-21","-12","-46","-56","-29"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","07000","","福島県","","-7,421","-11","-7","-95","-1,663","-3,525","-748","-210","-118","-247","-118","-109","-53","-38","-44","-59","-73","-117","-102","-84"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","08000","","茨城県","","-7,744","356","128","-89","-890","-4,601","-2,501","-791","-199","-34","-137","-103","36","163","237","133","112","167","137","133"
